Id,Date,Transaction
4743,7/30,+44.98
4744,8/5,-19.85
4745,7/23,+74.15
4746,8/5,-11.35
4747,7/24,+4.59
4748,8/15,-18.01
4749,7/28,-94.18
4750,8/9,+27.11
4751,7/22,+32.64
4752,8/14,+96.18
4753,7/23,+66.53
4754,7/1,-15.97
4755,8/22,+14.12
4756,7/16,-50.76
4757,7/10,-40.28
4758,7/28,+87.48
4759,8/20,+88.63
4760,7/30,-4.37
4761,8/1,+60.39
4762,8/29,-88.11
4763,7/24,+54.46
4764,7/7,-71.04
4765,8/24,-53.01
4766,8/15,+92.00
4767,8/11,+98.22
4768,7/8,+72.00
4769,7/7,-99.38
4770,8/19,-13.65
4771,8/28,+98.93
4772,8/12,-55.56
4773,7/25,-99.41
4774,7/12,+41.71
4775,8/16,+94.52
4776,8/18,-89.74
4777,7/12,+43.72
4778,8/20,+12.93
4779,7/4,-75.47
4780,8/9,+93.09
4781,6/30,-58.94
4782,7/2,-25.91
4783,8/26,+54.37
4784,8/16,+14.07
4785,7/5,-18.26
4786,7/22,+82.40
4787,7/1,+10.74
4788,8/31,-43.18
4789,7/22,-27.82
4790,8/20,-40.21
4791,8/27,-4.18
4792,8/16,-20.16
4793,7/24,-41.97
4794,8/19,-67.11
4795,8/8,+38.63
4796,8/7,+48.89
4797,8/29,-49.85
4798,8/28,-32.83
4799,8/22,-59.12
4800,7/20,-26.10
4801,8/3,+14.01
4802,7/19,-22.36
4803,8/4,+57.19
4804,7/13,-86.69
4805,8/9,+76.64
4806,8/22,+47.68
4807,7/12,-20.35
4808,8/23,+12.03
4809,8/1,-9.15
4810,8/1,+22.35
4811,8/28,+79.24
4812,8/18,-71.23
4813,8/15,+22.56
4814,7/17,-48.04
4815,7/13,+91.49
4816,7/15,-72.42
4817,7/23,+35.05
4818,8/31,-67.08
4819,8/21,+58.05
4820,7/3,-0.83
4821,8/29,+34.08
4822,8/16,-50.31
4823,7/13,+69.99
4824,7/3,-45.97
4825,8/21,+62.60
4826,7/10,+97.52
4827,8/4,+73.78
4828,7/13,-54.78
4829,7/26,+26.54
4830,8/10,+1.98
4831,7/20,-92.33
4832,8/21,-76.89
4833,7/21,-2.93
4834,8/8,+23.48
4835,7/21,+94.69
4836,8/13,+88.72
4837,8/19,-77.71
4838,7/9,+58.09
4839,8/3,-84.05
4840,7/16,-51.81
4841,8/27,-82.36
4842,8/12,+40.63
4843,7/10,+27.64
4844,8/13,-29.90
4845,8/23,+59.78
4846,7/25,-24.01
4847,7/12,+85.73
4848,7/18,-0.03
4849,7/16,+74.60
4850,8/27,+34.39
4851,7/14,-96.92
4852,8/29,+98.64
4853,8/13,+21.72
4854,8/9,-31.18
4855,7/13,-62.09
4856,8/18,-73.57
4857,8/18,+25.25
4858,7/31,+35.36
4859,7/20,+19.55
4860,7/20,-6.41
4861,7/12,-91.07
4862,8/10,+35.82
4863,8/9,+78.15
4864,7/20,+87.26
4865,7/15,-47.54
4866,7/22,-41.00
4867,8/25,-38.24
4868,7/30,-12.76
4869,8/4,+87.95
4870,7/13,+41.74
4871,7/7,+52.90
4872,7/14,+2.24
4873,7/27,+57.11
4874,8/11,+62.84
4875,8/5,+74.95
4876,8/8,-16.58
4877,8/2,+67.46
4878,8/4,+43.51
4879,8/2,-32.70
4880,8/23,+16.57
4881,8/2,+85.99
4882,7/26,-45.68
4883,8/14,-18.67
4884,7/7,+57.56
4885,7/26,+1.94
4886,7/25,-70.67
4887,7/10,+79.82
4888,8/24,+7.96
4889,8/27,-83.15
4890,7/7,-2.77
4891,7/1,-27.53
4892,7/25,-77.56
4893,8/5,+54.38
4894,8/15,+65.46
4895,7/14,+18.60
4896,8/23,-54.56
4897,7/1,+23.60
4898,8/6,-57.29
4899,7/5,-70.76
4900,8/27,-11.15
4901,8/13,+81.58
4902,7/22,-16.01
4903,8/17,-46.24
4904,7/23,-69.84
4905,7/12,+41.02
4906,8/22,+89.29
4907,8/19,-76.73
4908,8/4,+36.57
4909,8/14,+76.17
4910,8/11,-35.62
4911,8/10,-33.67
4912,8/2,+5.52
4913,8/11,-77.42
4914,8/29,+10.34
4915,7/13,-15.56
4916,8/3,-33.15
4917,8/11,+45.88
4918,7/1,-79.74
4919,7/9,+55.05
4920,7/21,-19.44
4921,7/1,-78.78
4922,8/19,-14.19
4923,8/31,+5.75
4924,7/19,+34.61
4925,7/1,-22.16
4926,8/1,-41.28
4927,7/18,-7.47
4928,7/16,-47.46
4929,7/22,+52.95
4930,8/15,+38.11
4931,7/9,-81.99
4932,7/18,+83.39
4933,8/27,-64.21
4934,7/11,-85.91
4935,8/26,-16.48
4936,7/7,-53.89
4937,7/8,+99.68
4938,7/9,+98.02
4939,8/16,-10.69
4940,7/22,-17.15
4941,7/3,+22.32
4942,8/22,+36.51
4943,7/13,-84.60
4944,8/10,+80.41
4945,8/19,+38.39
4946,8/13,+30.81
4947,8/31,-21.18
4948,8/5,-89.96
4949,8/10,+32.08
4950,7/27,+34.62
4951,8/22,-27.61
4952,7/14,+23.12
4953,8/15,+41.84
4954,7/24,+30.45
4955,8/13,+60.58
4956,8/29,+98.69
4957,7/29,-97.21
4958,8/9,-3.29
4959,7/31,-32.00
4960,8/5,+38.60
4961,8/18,-41.47
4962,8/22,-85.66
4963,7/5,-92.89
4964,7/31,+54.62
4965,8/29,-28.85
4966,7/15,+68.90
4967,7/17,-37.22
4968,7/21,+95.76
4969,7/27,+1.45
4970,8/29,-19.13
4971,8/13,+17.94
4972,8/8,-13.36
4973,8/25,+64.39
4974,8/12,+59.69
4975,7/27,-13.74
4976,8/18,+53.50
4977,7/23,-50.83
4978,8/12,-8.07
4979,8/28,+13.33
4980,7/11,+19.52
4981,8/16,+20.62
4982,7/5,-94.14
4983,7/8,+91.63
4984,8/6,+93.77
4985,7/28,-19.68
4986,7/24,-55.66
4987,7/8,-55.70
4988,8/10,+21.32
4989,8/6,-14.18
4990,7/4,-52.37
4991,7/28,+53.17
4992,8/12,+45.55
4993,7/28,-12.88
4994,8/7,+61.53
4995,7/9,-24.68
4996,8/28,+19.51
4997,8/1,-36.14
4998,8/1,+41.13
4999,8/30,-19.37
5000,8/15,+26.98
5001,7/28,-44.82
5002,8/20,-37.86
5003,8/9,+1.01
5004,8/22,+63.16
5005,8/12,-98.70
5006,7/7,-73.03
5007,8/20,+92.26
5008,8/28,-7.99
5009,8/28,-21.79
5010,8/27,+8.33
5011,8/2,-7.42
5012,8/15,-72.09
5013,7/20,+39.22
5014,8/15,+74.51
5015,8/17,-26.38
5016,7/4,+22.21
5017,8/19,-17.28
5018,8/6,+22.26
5019,7/2,-31.46
5020,8/12,-79.24
5021,8/11,-87.36
5022,8/22,-23.34
5023,7/7,+61.19
5024,7/1,-8.60
5025,7/20,+79.70
5026,8/3,+62.55
5027,8/15,+88.64
5028,8/25,+22.62
5029,8/19,+18.35
5030,8/14,-0.14
5031,8/20,-25.99
5032,8/4,-53.01
5033,7/27,+22.77
5034,7/5,-12.76
5035,7/23,+25.79
5036,7/9,+82.13
5037,7/10,+86.15
5038,7/20,-24.92
5039,8/28,-30.50
5040,8/26,+10.44
5041,7/11,-81.16
5042,7/29,+42.53
5043,8/29,+40.60
5044,7/2,+39.62
5045,7/9,-41.43
5046,7/4,+53.09
5047,8/15,+97.58
5048,8/23,-8.97
5049,7/18,+54.84
5050,8/5,-71.28
5051,8/1,+99.48
5052,8/17,+37.42
5053,7/14,-6.35
5054,7/10,+19.94
5055,7/21,+61.15
5056,8/17,-2.92
5057,7/10,+1.13
5058,8/14,+13.21
5059,7/5,-93.38
5060,7/1,+8.34
5061,7/6,-13.32
5062,8/3,-1.74
5063,8/13,+70.38
5064,8/18,+3.81
5065,7/4,+4.04
5066,7/24,-29.93
5067,8/8,+87.46
5068,7/29,-60.99
5069,8/7,+91.21
5070,8/13,-11.39
5071,8/4,-41.77
5072,7/12,-21.65
5073,7/19,+19.44
5074,8/22,-97.63
5075,8/2,+34.50
5076,7/31,-35.02
5077,8/19,+90.96
5078,7/5,+2.46
5079,8/28,+79.85
5080,8/21,-40.51
5081,8/14,+45.92
5082,7/22,-48.38
5083,8/7,-30.26
5084,7/2,-22.90
5085,8/2,-36.33
5086,7/29,+33.65
5087,8/17,+87.70
5088,8/30,-0.01
5089,7/22,-30.81
5090,7/24,-22.66
5091,7/5,+23.01
5092,7/6,-34.09
5093,7/15,+74.38
5094,8/5,+44.43
5095,6/30,+42.77
5096,8/9,-23.94
5097,7/13,+80.25
5098,7/19,+95.78
5099,8/22,+87.37
5100,8/23,+9.96
5101,7/12,-60.95
5102,8/3,+58.15
5103,8/4,-54.77
5104,7/21,+87.31
5105,7/2,+30.95
5106,8/4,+68.98
5107,8/31,-83.62
5108,8/18,-4.67
5109,8/3,+87.69
5110,8/25,-53.51
5111,8/22,-37.76
5112,8/7,+45.92
5113,7/23,-75.30
5114,8/8,-86.03
5115,8/13,-67.29
5116,7/20,+7.07
5117,7/5,+13.22
5118,8/12,-46.74
5119,7/16,-54.18
5120,8/15,-67.78
5121,8/12,-52.20
5122,8/5,-1.75
5123,8/21,-17.82
5124,8/31,-75.07
5125,7/31,-52.74
5126,7/21,-49.59
5127,8/19,+67.72
5128,8/8,+72.33
5129,8/26,-24.81
5130,8/10,-97.96
5131,7/5,-83.93
5132,8/10,-29.48
5133,7/30,+57.80
5134,8/28,+2.60
5135,7/5,+22.32
5136,7/25,-66.25
5137,7/15,-70.59
5138,7/4,-32.25
5139,8/11,-62.97
5140,8/13,+28.42
5141,8/31,+2.99
5142,8/18,+42.27
5143,7/16,+40.12
5144,7/22,-26.99
5145,8/12,+32.97
5146,8/29,-2.59
5147,8/16,+17.63
5148,7/16,+32.63
5149,7/26,-29.04
5150,8/31,+33.09
5151,8/11,-37.99
5152,7/12,+80.07
5153,8/29,+22.77
5154,7/26,+94.39
5155,8/9,-96.41
5156,8/21,+47.97
5157,7/10,+6.26
5158,8/23,-64.35
5159,7/10,+85.40
5160,8/1,-90.89
5161,7/24,-52.70
5162,8/30,+97.47
5163,7/1,-89.41
5164,7/22,+44.70
5165,8/29,-91.09
5166,8/24,-88.41
5167,8/15,-27.66
5168,8/10,-53.70
5169,7/12,+7.15
5170,7/17,-32.78
5171,8/15,-75.76
5172,8/12,-15.27
5173,7/7,+76.78
5174,7/4,+47.77
5175,7/10,-43.72
5176,8/19,+6.66
5177,8/24,+38.84
5178,8/24,-36.45
5179,8/21,-44.65
5180,8/13,-14.40
5181,7/13,-87.55
5182,8/12,-3.39
5183,8/15,+87.32
5184,7/14,-82.06
5185,8/29,+96.90
5186,8/21,+5.74
5187,7/4,-42.78
5188,7/30,+24.44
5189,7/9,-51.05
5190,8/6,-84.82
5191,8/25,+99.26
5192,8/20,+89.41
5193,8/25,-35.47
5194,8/27,+12.71
5195,8/2,+48.46
5196,8/1,+21.46
5197,7/16,-20.58
5198,7/21,-56.73
5199,7/20,+87.76
5200,7/26,-52.79
5201,7/6,-84.23
5202,8/3,+44.55
5203,8/7,+77.56
5204,7/19,-78.18
5205,7/19,-62.43
5206,8/19,+21.70
5207,8/3,+63.37
5208,8/9,-61.78
5209,8/6,+99.59
5210,7/4,-27.18
5211,7/13,-87.55
5212,7/1,+18.18
5213,7/26,-89.98
5214,7/18,-0.17
5215,7/20,+50.74
5216,7/6,-34.88
5217,8/4,-42.17
5218,7/20,+3.57
5219,7/2,-97.54
5220,7/9,+24.82
5221,8/8,-34.63
5222,7/25,+7.89
5223,7/21,+46.12
5224,7/3,+65.03
5225,7/24,+44.04
5226,8/5,-94.34
5227,8/23,-15.08
5228,7/19,+61.22
5229,7/10,-15.59
5230,8/5,+19.89
5231,7/22,-58.30
5232,7/19,-58.80
5233,7/10,+80.91
5234,7/1,+38.60
5235,7/27,-47.55
5236,7/8,-3.84
5237,8/10,+65.15
5238,8/28,-72.30
5239,7/1,+85.44
5240,7/31,+50.92
5241,8/20,-40.00
5242,8/11,-47.84
5243,7/20,+10.85
5244,7/6,-90.57
5245,8/29,-26.67
5246,8/17,-53.73
5247,8/18,+6.95
5248,7/16,-76.00
5249,8/24,-67.18
5250,8/30,-42.96
5251,7/21,-48.94
5252,7/29,-25.64
5253,7/1,-94.33
5254,7/15,-98.77
5255,7/2,-0.91
5256,7/16,+88.50
5257,8/29,+37.95
5258,8/19,+19.32
5259,8/5,+72.59
5260,8/12,+82.92
5261,8/27,+6.53
5262,7/7,+55.48
5263,8/10,+47.72
5264,8/11,-0.04
5265,8/10,-51.31
5266,7/2,+52.14
5267,7/19,+37.04
5268,8/27,-15.43
5269,8/3,+52.60
5270,7/14,-32.40
5271,8/27,+82.92
5272,7/11,+15.36
5273,7/18,+76.13
5274,7/11,-9.39
5275,8/23,-38.37
5276,8/26,+90.24
5277,6/30,-47.45
5278,8/24,-33.65
5279,8/10,+12.88
5280,7/30,+13.21
5281,6/30,-68.89
5282,7/24,+94.21
5283,8/2,+34.42
5284,7/26,-76.13
5285,7/29,+77.54
5286,8/23,-78.10
5287,8/31,-79.67
5288,7/20,-73.00
5289,8/8,+97.22
5290,8/28,-27.73
5291,7/8,+38.93
5292,8/29,+43.32
5293,7/4,-51.99
5294,7/10,-53.97
5295,8/9,+19.22
5296,7/13,-14.38
5297,8/19,-12.84
5298,8/28,+97.51
5299,7/31,+69.37
5300,7/20,-60.74
5301,7/23,+25.29
5302,8/3,+22.48
5303,8/14,-98.35
5304,7/22,+54.56
5305,7/16,-58.76
5306,7/6,-93.72
5307,7/19,-93.42
5308,8/27,+20.09
5309,7/12,-83.76
5310,8/29,-24.99
5311,8/13,-35.79
5312,8/24,+51.76
5313,7/31,+37.94
5314,7/1,+2.49
5315,8/14,+84.31
5316,7/10,-76.96
5317,8/26,+36.01
5318,8/27,+53.73
5319,7/7,-24.28
5320,7/31,+43.59
5321,8/24,+84.36
5322,7/20,-20.43
5323,8/13,-34.08
5324,8/8,+85.50
5325,7/20,+7.94
5326,8/25,+73.31
5327,8/23,+35.22
5328,7/29,-88.15
5329,7/14,-21.57
5330,7/21,+53.29
5331,7/31,+78.41
5332,7/23,+76.27
5333,7/21,+31.82
5334,7/10,+34.45
5335,8/28,-35.78
5336,7/30,+80.31
5337,7/26,-57.73
5338,7/3,-2.41
5339,7/22,+36.63
5340,7/17,-82.99
5341,8/2,-22.70
5342,7/10,+98.26
5343,7/24,+72.25
5344,8/22,-11.30
5345,7/16,-27.63
5346,8/1,-2.18
5347,7/12,+98.69
5348,7/17,-20.72
5349,8/1,-70.95
5350,7/9,-35.30
5351,7/31,+15.27
5352,8/24,+65.04
5353,7/17,+93.30
5354,7/3,-28.81
5355,7/2,+2.48
5356,8/10,-90.75
5357,8/2,-4.02
5358,8/26,-63.17
5359,8/30,-60.07
5360,7/19,+15.35
5361,8/4,-73.54
5362,8/21,+54.94
5363,8/9,+38.08
5364,8/22,-48.04
5365,8/6,-90.94
5366,7/4,-19.55
5367,7/9,-74.88
5368,8/3,-91.74
5369,8/21,+93.85
5370,8/6,-89.06
5371,7/13,-39.22
5372,7/21,-98.86
5373,7/31,+73.53
5374,7/15,-34.54
5375,8/2,-2.80
5376,8/26,+38.07
5377,8/25,-26.98
5378,7/18,+25.91
5379,7/17,+92.04
5380,8/6,+82.68
5381,7/5,-18.31
5382,7/1,-44.78
5383,7/8,-12.45
5384,8/22,+66.78
5385,8/2,+35.64
5386,8/23,+10.86
5387,7/17,+64.70
5388,8/24,-6.14
5389,8/13,-54.66
5390,8/24,+36.83
5391,8/9,+12.10
5392,8/18,+73.80
5393,8/5,-1.70
5394,8/31,-80.55
5395,8/1,-23.77
5396,7/8,+51.74
5397,7/16,-9.70
5398,7/14,+36.49
5399,8/6,-33.75
5400,7/23,+2.96
5401,8/1,+22.29
5402,7/16,-57.50
5403,8/26,+65.15
5404,8/3,+75.47
5405,8/4,-20.01
5406,7/20,+36.47
5407,8/20,+2.06
5408,8/19,-72.14
5409,7/4,+14.30
5410,7/14,+48.34
5411,8/13,+16.95
5412,8/5,+86.95
5413,8/22,-95.13
5414,8/7,+2.01
5415,8/4,-73.17
5416,8/23,+37.96
5417,7/7,-6.30
5418,7/2,-3.92
5419,8/11,+52.85
5420,7/21,-20.76
5421,8/3,-74.17
5422,7/21,-25.83
5423,7/30,+43.94
5424,7/14,+84.60
5425,7/7,+73.62
5426,8/5,+69.50
5427,8/13,+82.15
5428,8/25,+80.32
5429,7/18,+69.31
5430,8/2,+71.52
5431,8/20,+96.02
5432,8/24,-60.90
5433,8/6,+80.86
5434,8/11,+44.15
5435,7/29,+93.32
5436,7/21,+76.16
5437,8/2,+74.40
5438,8/21,-1.15
5439,7/12,+95.95
5440,8/6,-76.64
5441,8/11,-19.86
5442,7/12,-73.88
5443,8/17,-42.04
5444,8/15,+72.85
5445,7/14,-54.58
5446,7/25,-53.32
5447,7/31,+80.48
5448,8/29,-42.06
5449,8/27,-96.29
5450,7/25,-16.85
5451,7/12,+18.81
5452,8/12,-29.05
5453,8/17,-59.97
5454,7/24,+47.21
5455,8/2,+43.82
5456,8/7,-93.66
5457,7/16,+17.77
5458,8/24,-55.50
5459,7/23,-58.55
5460,8/12,-79.54
5461,8/31,-81.47
5462,8/4,-59.81
5463,7/7,+64.00
5464,7/15,+7.31
5465,8/29,-15.84
5466,7/22,+9.18
5467,8/15,+83.58
5468,7/4,-97.38
5469,7/18,-6.02
5470,8/22,-42.71
5471,7/20,+78.55
5472,7/11,+34.21
5473,8/10,+51.74
5474,7/8,-47.99
5475,8/16,-16.62
5476,8/30,+29.77
5477,7/22,+35.85
5478,8/5,+40.63
5479,8/28,+62.94
5480,7/20,+41.36
5481,7/11,-61.26
5482,7/7,-40.39
5483,8/9,-62.56
5484,8/19,-40.85
5485,8/22,+78.84
5486,7/5,+83.50
5487,7/8,-88.45
5488,8/7,+18.78
5489,8/6,-70.87
5490,7/30,+96.61
5491,7/28,-39.90
5492,8/2,+79.25
5493,7/1,+41.44
5494,8/8,-14.94
5495,8/30,+38.14
5496,8/21,+57.13
5497,7/29,-35.48
5498,7/21,-57.08
5499,8/10,-58.66
5500,7/2,-44.01
5501,7/15,+0.05
5502,7/31,+99.52
5503,7/23,+6.09
5504,8/28,+72.92
5505,8/3,-8.01
5506,7/3,+50.28
5507,8/14,-97.63
5508,8/4,+12.04
5509,7/14,+62.58
5510,7/22,+96.12
5511,8/28,+74.33
5512,7/5,-16.84
5513,7/29,+79.10
5514,7/23,-12.00
5515,7/20,-42.27
5516,7/4,-83.03
5517,8/24,-44.27
5518,8/18,+44.57
5519,7/14,+11.50
5520,7/8,-51.49
5521,8/12,-73.82
5522,7/19,-79.50
5523,8/18,-36.63
5524,8/4,+51.14
5525,8/2,-78.03
5526,7/5,-71.97
5527,8/7,-42.82
5528,8/2,+20.29
5529,7/17,-87.30
5530,8/16,+98.37
5531,8/18,-0.04
5532,7/19,+82.25
5533,7/11,+90.39
5534,8/25,-12.08
5535,7/25,-6.43
5536,7/20,-47.22
5537,7/22,+98.58
5538,8/27,-41.73
5539,7/3,+10.27
5540,7/1,+92.74
5541,7/1,+76.76
5542,8/6,+52.43
5543,8/30,-95.83
5544,8/15,+57.23
5545,7/25,+75.27
5546,7/12,-96.60
5547,7/1,-93.78
5548,7/31,+74.61
5549,7/23,+2.13
5550,7/2,+60.93
5551,8/15,+71.23
5552,8/12,+43.11
5553,7/27,-6.58
5554,7/17,+37.87
5555,8/24,-30.33
5556,8/22,-19.34
5557,8/1,+84.93
5558,8/14,+56.44
5559,8/7,-63.34
5560,8/15,-73.39
5561,8/6,-46.94
5562,7/1,+54.30
5563,7/7,-64.67
5564,7/6,+91.58
5565,7/7,+34.55
5566,8/16,-83.17
5567,8/22,+20.08
5568,7/13,+22.41
5569,8/26,-49.67
5570,8/14,-1.65
5571,7/8,+84.28
5572,8/20,+81.57
5573,7/2,+23.75
5574,8/4,+93.28
5575,7/3,+62.89
5576,7/29,+70.60
5577,7/18,-5.76
5578,7/6,-5.31
5579,8/5,+66.98
5580,8/9,-72.20
5581,7/10,-14.25
5582,7/15,+87.04
5583,7/16,+8.74
5584,7/17,-40.60
5585,8/30,+9.64
5586,8/24,-53.91
5587,7/12,-42.72
5588,7/2,+70.19
5589,8/7,+70.82
5590,7/1,+93.83
5591,8/24,-28.48
5592,8/30,+16.17
5593,8/21,-66.52
5594,8/21,-82.57
5595,8/18,-91.93
5596,7/30,-52.32
5597,7/1,-54.35
5598,7/31,+32.40
5599,7/27,-10.34
5600,8/24,-59.45
5601,8/21,-32.01
5602,7/21,+48.68
5603,8/21,-6.01
5604,8/14,+31.67
5605,8/20,+35.23
5606,8/6,-64.38
5607,7/26,-93.89
5608,7/12,-88.00
5609,7/13,-43.25
5610,8/7,-22.28
5611,7/24,+9.22
5612,8/27,+7.40
5613,8/8,+97.54
5614,8/1,+65.10
5615,8/26,-97.17
5616,7/30,-36.21
5617,7/3,-25.28
5618,8/5,-7.95
5619,8/29,-63.56
5620,7/27,+9.11
5621,8/28,-21.30
5622,7/10,-4.10
5623,7/12,+61.54
5624,7/15,-66.13
5625,8/26,-18.90
5626,8/29,-26.68
5627,8/24,-93.61
5628,8/13,+63.99
5629,7/20,+83.82
5630,7/20,-12.46
5631,8/16,+26.74
5632,7/28,+98.45
5633,8/12,-93.04
5634,8/12,-59.48
5635,7/21,+74.47
5636,8/29,-0.65
5637,8/6,+10.66
5638,8/6,+69.61
5639,8/16,+2.97
5640,8/26,-57.70
5641,7/19,+27.04
5642,7/18,-91.25
5643,7/29,+48.20
5644,7/1,-9.43
5645,7/17,+51.36
5646,8/5,-13.56
5647,8/17,+2.63
5648,7/31,+92.48
5649,8/4,-20.22
5650,7/2,+59.26
5651,7/16,-9.57
5652,8/28,-13.02
5653,8/1,+55.80
5654,7/24,-21.08
5655,7/3,-52.29
5656,7/6,+72.64
5657,8/6,+11.15
5658,7/12,+42.26
5659,8/15,-46.80
5660,8/20,+7.99
5661,8/19,+44.53
5662,8/23,-77.74
5663,7/23,+26.14
5664,7/26,+43.28
5665,7/18,+75.08
5666,8/20,+16.23
5667,8/17,-2.36
5668,8/13,-14.65
5669,8/1,-81.18
5670,8/8,+0.46
5671,7/14,+23.69
5672,7/19,-47.31
5673,8/5,+34.84
5674,7/13,+86.95
5675,8/4,+86.40
5676,8/20,+48.68
5677,7/6,+94.38
5678,8/2,+93.62
5679,7/2,+85.70
5680,8/8,+23.35
5681,8/21,+50.22
5682,8/29,+53.11
5683,8/23,-64.97
5684,7/13,+26.76
5685,7/7,-63.93
5686,7/22,-22.73
5687,8/1,+75.40
5688,7/19,-79.25
5689,7/31,-44.78
5690,7/14,-22.48
5691,7/15,-24.70
5692,7/8,+65.25
5693,8/21,-75.76
5694,7/17,-84.01
5695,7/23,+72.34
5696,7/22,+90.13
5697,8/5,+37.83
5698,8/21,+35.28
5699,7/22,+80.59
5700,8/21,+22.37
5701,8/23,+37.81
5702,7/3,-76.96
5703,7/31,+43.01
5704,7/24,+76.19
5705,7/3,+32.27
5706,8/1,-27.48
5707,8/11,+28.19
5708,7/3,-98.49
5709,7/2,-60.48
5710,8/5,+54.83
5711,7/3,-48.00
5712,7/4,+57.61
5713,8/15,+44.60
5714,7/3,-22.27
5715,7/15,-55.29
5716,8/10,-73.86
5717,8/11,+24.44
5718,8/21,-59.64
5719,7/21,-81.64
5720,7/20,-68.40
5721,8/8,+34.13
5722,8/26,-75.17
5723,8/17,-40.93
5724,7/5,-20.23
5725,8/20,-20.71
5726,8/17,+29.65
5727,8/8,-79.91
5728,7/23,-54.38
5729,8/29,-0.97
5730,7/2,+44.50
5731,8/9,+47.29
5732,7/20,+75.35
5733,8/10,+66.90
5734,7/9,-21.68
5735,8/1,-49.04
5736,7/30,-89.58
5737,8/2,-16.33
5738,7/29,-4.75
5739,8/2,+18.45
5740,8/24,-80.11
5741,7/17,+55.81
5742,8/30,-38.74
5743,8/14,-5.66
5744,7/17,+17.08
5745,8/16,-15.55
5746,8/3,-98.67
5747,7/30,+93.59
5748,7/10,-73.45
5749,8/10,+4.52
5750,7/2,-74.02
5751,8/22,+42.06
5752,7/26,+99.42
5753,7/19,+14.65
5754,8/28,+61.34
5755,7/23,+60.85
5756,7/25,+54.48
5757,8/8,-35.74
5758,8/27,+48.31
5759,7/3,+15.01
5760,8/7,-78.49
5761,7/19,-18.12
5762,8/26,+91.85
5763,8/15,-23.59
5764,8/23,+37.35
5765,8/2,-69.23
5766,7/2,-26.54
5767,7/25,+64.61
5768,8/18,-90.85
5769,7/17,+11.46
5770,8/12,+81.69
5771,8/12,+44.44
5772,8/22,-97.21
5773,8/6,+31.22
5774,7/21,-58.72
5775,8/2,+74.26
5776,7/2,+73.86
5777,7/4,+24.68
5778,8/23,+11.41
5779,8/28,+8.28
5780,8/25,-86.83
5781,7/13,-85.59
5782,7/13,-84.62
5783,7/29,-52.71
5784,7/3,-9.42
5785,7/31,-8.55
5786,7/22,-69.91
5787,7/28,+70.99
5788,7/7,-71.25
5789,8/18,+71.69
5790,8/28,+72.45
5791,7/2,+93.05
5792,8/27,-61.52
5793,8/31,+40.86
5794,7/22,-74.22
5795,8/23,+49.91
5796,7/17,+30.82
5797,8/14,+58.28
5798,8/18,-5.12
5799,7/24,-2.71
5800,8/9,+52.41
5801,8/7,-14.08
5802,8/1,-28.97
5803,8/2,+95.98
5804,8/16,-16.71
5805,8/19,-56.36
5806,8/9,+39.06
5807,7/7,+85.37
5808,8/6,+25.86
5809,8/2,+85.04
5810,8/9,+98.03
5811,7/11,-98.35
5812,8/2,+50.11
5813,7/20,-38.49
5814,8/4,-28.95
5815,8/19,+85.05
5816,8/27,-20.11
5817,7/7,+76.09
5818,8/12,-60.46
5819,7/19,+5.66
5820,8/9,+81.60
5821,8/27,-62.20
5822,8/14,+63.30
5823,7/23,-98.84
5824,7/3,+62.61
5825,7/6,+17.95
5826,7/15,+17.59
5827,8/31,+92.09
5828,7/20,+22.76
5829,7/12,-20.78
5830,8/9,-95.30
5831,7/5,+45.67
5832,7/6,+28.31
5833,7/30,-71.14
5834,8/29,+76.88
5835,8/21,-32.02
5836,7/3,-76.78
5837,7/13,-7.94
5838,7/26,-50.78
5839,7/18,+90.53
5840,8/15,+6.90
5841,8/17,+5.60
5842,8/22,+87.77
5843,8/13,+24.82
5844,7/25,+0.36
5845,7/25,+69.24
5846,7/12,+82.12
5847,7/13,+48.32
5848,8/31,-21.40
5849,8/16,-48.65
5850,7/5,+1.78
5851,8/8,+38.00
5852,8/14,-85.78
5853,7/8,-16.19
5854,8/9,+96.72
5855,8/8,-35.31
5856,7/24,-82.52
5857,7/31,+3.84
5858,8/24,+52.86
5859,7/13,-73.85
5860,8/23,-78.58
5861,7/22,-76.91
5862,8/19,-81.76
5863,8/15,-29.80
5864,7/20,+78.66
5865,7/2,+82.73
5866,7/5,+45.06
5867,8/29,+64.66
5868,8/3,-24.76
5869,8/13,+41.78
5870,7/14,+36.40
5871,8/18,-75.59
5872,7/25,-83.46
5873,7/6,+54.42
5874,7/1,-6.67
5875,8/14,-80.10
5876,8/5,+98.91
5877,7/2,+48.08
5878,8/27,+15.84
5879,8/9,+42.89
5880,7/24,-71.04
5881,7/16,-37.11
5882,7/30,+70.62
5883,8/5,+83.88
5884,8/26,+7.47
5885,7/16,-35.41
5886,7/6,-96.21
5887,8/30,-60.72
5888,8/24,+49.82
5889,7/15,-34.60
5890,7/23,+75.44
5891,8/23,+53.53
5892,7/20,+55.88
5893,7/21,-88.93
5894,8/14,+93.45
5895,7/3,-89.47
5896,8/3,+71.44
5897,8/15,+41.68
5898,8/21,+9.02
5899,7/11,-0.45
5900,7/20,-4.67
5901,7/23,-52.91
5902,7/8,+83.41
5903,8/18,+1.15
5904,7/3,-71.48
5905,8/22,+64.28
5906,7/26,+94.69
5907,8/1,-53.06
